Campaign_ID,Campaign_Name,Channel,Date,Impressions,Clicks,Conversions,Cost/Ad Spend,Revenue Generated,Customer Acquired,Region,Audience Segment
CMP_018,Email - Promo 18,Email,2025-04-30,10763,849,59,7739.21,5795.25,47,Latin America,Retirees
CMP_002,Twitter - Promo 2,Twitter,2025-05-01,22650,408,31,137.81,4219.6,29,Latin America,Young Adults
CMP_005,Instagram - Promo 5,Instagram,2025-05-01,10618,240,23,147.58,4161.44,21,North America,Professionals
CMP_013,Google Ads - Promo 13,Google Ads,2025-05-01,15705,584,17,2469.93,1922.86,15,North America,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-05-01,3906,133,8,936.98,733.95,7,Latin America,Professionals
CMP_002,Twitter - Promo 2,Twitter,2025-05-02,18665,310,19,164.48,2769.01,18,Europe,Young Adults
CMP_010,Instagram - Promo 10,Instagram,2025-05-02,6138,144,19,520.84,2079.81,16,Asia-Pacific,Young Adults
CMP_019,Google Ads - Promo 19,Google Ads,2025-05-02,16965,245,23,1715.68,1382.24,22,North America,Young Adults
CMP_010,Instagram - Promo 10,Instagram,2025-05-03,9197,303,54,949.32,5794.42,48,North America,Professionals
CMP_013,Google Ads - Promo 13,Google Ads,2025-05-03,17746,704,25,3288.23,2560.77,24,Europe,General
CMP_019,Google Ads - Promo 19,Google Ads,2025-05-03,11947,229,31,1168.76,2781.26,25,Europe,Young Adults
CMP_001,Twitter - Promo 1,Twitter,2025-05-04,7418,385,14,274.8,1022.66,13,Europe,Young Adults
CMP_001,Twitter - Promo 1,Twitter,2025-05-04,6755,499,30,314.7,1791.73,29,Asia-Pacific,Professionals
CMP_002,Twitter - Promo 2,Twitter,2025-05-04,20061,384,29,193.1,2845.43,27,Asia-Pacific,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-05-04,17450,815,105,2333.53,22994.04,100,Latin America,General
CMP_005,Instagram - Promo 5,Instagram,2025-05-04,9983,257,26,162.05,3827.99,21,Middle East,Students
CMP_012,Twitter - Promo 12,Twitter,2025-05-04,12947,726,101,3109.86,6738.32,86,Latin America,Retirees
CMP_014,Twitter - Promo 14,Twitter,2025-05-04,10814,586,37,2761.66,3236.84,32,Middle East,Professionals
CMP_001,Twitter - Promo 1,Twitter,2025-05-05,4623,294,12,196.46,873.09,9,North America,Professionals
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-05-05,12245,297,37,1157.23,742.61,31,Middle East,Professionals
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-05-05,13094,294,42,1318.99,854.91,41,Middle East,Retirees
CMP_018,Email - Promo 18,Email,2025-05-05,8647,709,52,6010.2,3662.06,44,North America,Students
CMP_020,Instagram - Promo 20,Instagram,2025-05-05,9177,353,32,2518.39,1919.48,27,North America,Students
CMP_020,Instagram - Promo 20,Instagram,2025-05-05,5361,213,12,1895.65,1409.17,9,Middle East,General
CMP_012,Twitter - Promo 12,Twitter,2025-05-06,16661,1048,171,4149.38,9442.88,148,Latin America,Retirees
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-05-06,8256,192,27,1025.83,542.4,25,Asia-Pacific,Students
CMP_004,Email - Promo 4,Email,2025-05-07,9475,624,15,2023.43,3863.16,12,Europe,Young Adults
CMP_011,Facebook - Promo 11,Facebook,2025-05-07,8862,219,16,389.02,2961.19,13,Europe,Retirees
CMP_014,Twitter - Promo 14,Twitter,2025-05-07,10146,618,35,2727.5,3251.12,28,Middle East,Professionals
CMP_001,Twitter - Promo 1,Twitter,2025-05-08,4958,252,12,217.35,1163.89,10,North America,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-05-08,18074,926,111,2110.61,27305.48,104,Middle East,General
CMP_008,Facebook - Promo 8,Facebook,2025-05-08,10818,167,9,301.33,296.87,7,Latin America,Professionals
CMP_017,Google Ads - Promo 17,Google Ads,2025-05-08,20829,515,24,2855.93,2020.32,21,Middle East,Young Adults
CMP_004,Email - Promo 4,Email,2025-05-09,20961,1246,32,2366.21,11338.99,30,Latin America,Retirees
CMP_009,Facebook - Promo 9,Facebook,2025-05-09,20546,727,68,3391.06,2816.26,55,Middle East,Students
CMP_014,Twitter - Promo 14,Twitter,2025-05-09,7905,447,34,2256.28,3842.99,28,Asia-Pacific,Professionals
CMP_017,Google Ads - Promo 17,Google Ads,2025-05-09,15129,280,8,1904.08,480.24,6,Latin America,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-05-10,14089,781,113,1636.67,31027.92,94,North America,Retirees
CMP_004,Email - Promo 4,Email,2025-05-10,15538,910,23,2406.1,6351.33,19,Latin America,Students
CMP_008,Facebook - Promo 8,Facebook,2025-05-10,19527,238,15,417.17,437.52,14,Middle East,Retirees
CMP_009,Facebook - Promo 9,Facebook,2025-05-10,10661,356,34,1367.12,1457.38,27,Europe,General
CMP_010,Instagram - Promo 10,Instagram,2025-05-10,7220,193,28,612.04,4309.12,24,Middle East,Professionals
CMP_014,Twitter - Promo 14,Twitter,2025-05-10,8320,375,27,1903.85,2936.38,23,North America,Retirees
CMP_002,Twitter - Promo 2,Twitter,2025-05-11,17682,259,22,103.65,2504.04,17,Europe,Young Adults
CMP_008,Facebook - Promo 8,Facebook,2025-05-11,17168,240,14,462.57,524.29,11,Europe,Students
CMP_009,Facebook - Promo 9,Facebook,2025-05-11,16632,521,44,2183.86,2426.76,42,Middle East,Young Adults
CMP_009,Facebook - Promo 9,Facebook,2025-05-12,17290,643,36,2589.88,1778.92,29,North America,Students
CMP_002,Twitter - Promo 2,Twitter,2025-05-13,12946,203,15,75.91,1663.67,13,Asia-Pacific,Professionals
CMP_002,Twitter - Promo 2,Twitter,2025-05-13,19109,251,16,107.6,2190.58,15,North America,Young Adults
CMP_007,Email - Promo 7,Email,2025-05-13,5495,176,19,847.43,1483.0,15,Latin America,Retirees
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-05-13,13041,336,62,1717.36,760.02,57,Middle East,General
CMP_017,Google Ads - Promo 17,Google Ads,2025-05-13,15509,332,14,2148.25,459.78,13,Europe,Students
CMP_019,Google Ads - Promo 19,Google Ads,2025-05-13,18288,359,62,1904.99,5132.73,50,Europe,Students
CMP_020,Instagram - Promo 20,Instagram,2025-05-13,7443,262,25,1518.96,2044.37,24,Asia-Pacific,Retirees
CMP_006,Instagram - Promo 6,Instagram,2025-05-14,19416,962,104,3891.54,11073.03,86,Europe,Retirees
CMP_011,Facebook - Promo 11,Facebook,2025-05-14,16101,417,32,700.57,5416.97,31,Asia-Pacific,Retirees
CMP_015,Instagram - Promo 15,Instagram,2025-05-14,10556,660,64,4378.76,3035.06,57,North America,Young Adults
CMP_020,Instagram - Promo 20,Instagram,2025-05-14,7135,267,15,2289.55,1518.58,14,Asia-Pacific,Students
CMP_004,Email - Promo 4,Email,2025-05-15,12030,951,17,2445.29,4285.54,14,Latin America,General
CMP_007,Email - Promo 7,Email,2025-05-15,5985,188,15,779.69,1117.22,14,Europe,General
CMP_008,Facebook - Promo 8,Facebook,2025-05-15,17097,248,8,430.91,241.1,7,Latin America,Young Adults
CMP_009,Facebook - Promo 9,Facebook,2025-05-15,18430,693,50,2876.06,2856.36,45,Middle East,General
CMP_012,Twitter - Promo 12,Twitter,2025-05-15,14213,778,126,2940.99,6409.59,114,Latin America,Students
CMP_005,Instagram - Promo 5,Instagram,2025-05-16,7503,206,19,142.95,3590.25,16,North America,Young Adults
CMP_010,Instagram - Promo 10,Instagram,2025-05-16,7931,213,33,728.09,3613.35,30,Middle East,Professionals
CMP_013,Google Ads - Promo 13,Google Ads,2025-05-16,18843,756,28,3616.22,3735.45,27,Middle East,Retirees
CMP_018,Email - Promo 18,Email,2025-05-16,10769,768,49,5850.26,3281.08,47,Asia-Pacific,Students
CMP_018,Email - Promo 18,Email,2025-05-16,14082,1301,101,12402.47,6283.01,93,Europe,Retirees
CMP_002,Twitter - Promo 2,Twitter,2025-05-17,22754,408,22,192.23,2685.29,21,North America,General
CMP_014,Twitter - Promo 14,Twitter,2025-05-17,8663,501,46,2255.8,4856.23,40,North America,Retirees
CMP_017,Google Ads - Promo 17,Google Ads,2025-05-17,18228,411,20,2361.29,1397.19,18,North America,Students
CMP_005,Instagram - Promo 5,Instagram,2025-05-18,8120,179,16,112.9,3302.3,14,Asia-Pacific,Retirees
CMP_010,Instagram - Promo 10,Instagram,2025-05-18,8200,256,30,813.44,3643.37,26,Europe,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-05-18,13145,268,27,1681.93,2293.54,22,Asia-Pacific,Professionals
CMP_009,Facebook - Promo 9,Facebook,2025-05-19,19435,715,50,3288.08,2528.95,49,Asia-Pacific,General
CMP_013,Google Ads - Promo 13,Google Ads,2025-05-19,19225,679,16,3377.3,1608.57,15,Europe,Young Adults
CMP_014,Twitter - Promo 14,Twitter,2025-05-19,11354,528,27,2390.7,3005.15,23,Asia-Pacific,Professionals
CMP_006,Instagram - Promo 6,Instagram,2025-05-20,23203,1041,125,4290.61,14280.4,105,Latin America,General
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-05-20,16618,478,66,1601.52,1251.13,61,Middle East,Students
CMP_002,Twitter - Promo 2,Twitter,2025-05-21,16454,261,18,132.12,2918.8,16,North America,Retirees
CMP_006,Instagram - Promo 6,Instagram,2025-05-21,13710,847,109,2950.01,12951.59,99,North America,Young Adults
CMP_007,Email - Promo 7,Email,2025-05-21,5072,155,17,642.81,1372.81,13,Asia-Pacific,Retirees
CMP_018,Email - Promo 18,Email,2025-05-21,8633,719,48,6118.76,3193.99,44,Europe,Students
CMP_002,Twitter - Promo 2,Twitter,2025-05-22,20014,289,24,131.47,3267.36,22,Europe,Professionals
CMP_006,Instagram - Promo 6,Instagram,2025-05-22,20395,1021,107,4225.5,13419.05,98,Middle East,Young Adults
CMP_015,Instagram - Promo 15,Instagram,2025-05-22,7373,548,47,3730.42,1770.39,43,Europe,Young Adults
CMP_017,Google Ads - Promo 17,Google Ads,2025-05-22,24758,590,29,2951.96,1555.35,23,North America,Students
CMP_005,Instagram - Promo 5,Instagram,2025-05-23,10015,208,31,159.36,5637.04,25,North America,Students
CMP_005,Instagram - Promo 5,Instagram,2025-05-23,10763,302,41,174.15,6361.14,33,North America,Students
CMP_007,Email - Promo 7,Email,2025-05-23,5790,162,20,795.08,1680.1,19,North America,Retirees
CMP_014,Twitter - Promo 14,Twitter,2025-05-23,10864,585,33,2466.1,3549.37,32,Europe,Professionals
CMP_018,Email - Promo 18,Email,2025-05-23,11568,949,91,5938.09,6794.53,80,Middle East,Young Adults
CMP_020,Instagram - Promo 20,Instagram,2025-05-23,6972,296,25,2392.65,2345.98,23,Asia-Pacific,Students
CMP_002,Twitter - Promo 2,Twitter,2025-05-24,21579,395,28,172.42,4264.64,24,Europe,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-05-24,13778,639,53,1774.68,15025.44,47,Middle East,Students
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-05-24,12481,326,43,1689.91,803.17,35,Middle East,Students
CMP_007,Email - Promo 7,Email,2025-05-25,2847,69,7,335.69,679.36,6,Europe,General
CMP_007,Email - Promo 7,Email,2025-05-25,5428,162,13,791.04,1077.53,11,Asia-Pacific,Professionals
CMP_011,Facebook - Promo 11,Facebook,2025-05-25,12386,324,20,597.41,4305.06,19,Europe,Young Adults
CMP_015,Instagram - Promo 15,Instagram,2025-05-25,4866,346,30,2115.61,1298.55,27,North America,Young Adults
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-05-25,11793,315,35,1405.62,534.0,33,Europe,Professionals
CMP_017,Google Ads - Promo 17,Google Ads,2025-05-25,12974,290,12,1180.92,1102.85,10,Asia-Pacific,Professionals
CMP_007,Email - Promo 7,Email,2025-05-26,7478,251,30,1139.86,2259.15,27,Europe,Professionals
CMP_011,Facebook - Promo 11,Facebook,2025-05-26,14243,390,38,619.83,6445.47,34,Latin America,General
CMP_012,Twitter - Promo 12,Twitter,2025-05-26,11822,555,52,2364.86,3492.16,45,Asia-Pacific,Young Adults
CMP_012,Twitter - Promo 12,Twitter,2025-05-27,9610,582,75,2306.02,5128.18,68,North America,Young Adults
CMP_015,Instagram - Promo 15,Instagram,2025-05-27,6433,425,37,1922.32,1758.37,31,Latin America,General
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-05-27,10451,301,43,1375.95,771.63,40,Middle East,Young Adults
CMP_018,Email - Promo 18,Email,2025-05-27,11117,894,56,5374.55,5173.04,52,Latin America,Young Adults
CMP_009,Facebook - Promo 9,Facebook,2025-05-28,16697,520,49,2256.09,2204.99,48,Latin America,Retirees
CMP_015,Instagram - Promo 15,Instagram,2025-05-28,6382,329,37,2182.83,2452.83,31,Middle East,Professionals
CMP_002,Twitter - Promo 2,Twitter,2025-05-29,21057,274,21,124.4,2988.89,18,Europe,General
CMP_004,Email - Promo 4,Email,2025-05-29,13918,851,14,2869.02,3641.87,12,Asia-Pacific,Retirees
CMP_005,Instagram - Promo 5,Instagram,2025-05-29,6122,161,23,84.98,3574.46,22,Latin America,Professionals
CMP_008,Facebook - Promo 8,Facebook,2025-05-29,11999,147,6,277.29,167.92,5,Europe,Students
CMP_010,Instagram - Promo 10,Instagram,2025-05-29,10098,312,46,1024.08,5392.16,44,Europe,Young Adults
CMP_019,Google Ads - Promo 19,Google Ads,2025-05-29,13835,249,25,1865.48,2430.6,20,Europe,Retirees
CMP_001,Twitter - Promo 1,Twitter,2025-05-30,6815,341,20,285.93,1584.36,18,Europe,Young Adults
CMP_007,Email - Promo 7,Email,2025-05-30,5468,192,22,824.16,1718.13,18,Latin America,Retirees
CMP_010,Instagram - Promo 10,Instagram,2025-05-30,8159,251,37,800.42,4208.07,30,North America,Students
CMP_014,Twitter - Promo 14,Twitter,2025-05-30,7707,481,35,2081.76,3500.43,34,Middle East,Professionals
CMP_018,Email - Promo 18,Email,2025-05-30,12816,859,53,5611.82,5956.93,47,Europe,Retirees
CMP_018,Email - Promo 18,Email,2025-05-30,12632,1171,98,9623.11,9781.44,80,North America,Professionals
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-05-31,16643,883,88,2374.63,17850.96,78,Europe,Retirees
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-05-31,16663,836,70,1938.13,11627.38,59,Middle East,General
CMP_005,Instagram - Promo 5,Instagram,2025-05-31,9481,269,35,185.6,8284.13,33,Latin America,Retirees
CMP_005,Instagram - Promo 5,Instagram,2025-05-31,9084,258,31,194.81,4742.25,27,Latin America,Professionals
CMP_014,Twitter - Promo 14,Twitter,2025-05-31,10881,564,49,2636.34,4605.19,40,Asia-Pacific,General
CMP_018,Email - Promo 18,Email,2025-05-31,11843,785,76,5443.38,7430.65,69,Asia-Pacific,Young Adults
CMP_007,Email - Promo 7,Email,2025-06-01,6591,175,12,790.15,1214.86,10,Europe,Students
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-06-01,13120,328,36,1461.2,798.48,30,Asia-Pacific,Young Adults
CMP_018,Email - Promo 18,Email,2025-06-01,12522,869,82,6702.4,10360.85,67,Middle East,General
CMP_008,Facebook - Promo 8,Facebook,2025-06-02,12053,185,9,358.72,297.67,8,Europe,Professionals
CMP_013,Google Ads - Promo 13,Google Ads,2025-06-02,14272,584,13,2646.3,1485.74,11,Latin America,Young Adults
CMP_015,Instagram - Promo 15,Instagram,2025-06-02,5524,316,30,1706.93,1316.07,28,Middle East,Retirees
CMP_019,Google Ads - Promo 19,Google Ads,2025-06-02,12020,244,30,1208.56,3188.65,27,Europe,General
CMP_005,Instagram - Promo 5,Instagram,2025-06-03,11392,257,31,122.92,7078.28,30,North America,Young Adults
CMP_006,Instagram - Promo 6,Instagram,2025-06-03,17508,976,121,3789.02,14343.88,111,Europe,Students
CMP_006,Instagram - Promo 6,Instagram,2025-06-03,20400,937,150,3724.0,16311.65,123,Middle East,General
CMP_010,Instagram - Promo 10,Instagram,2025-06-03,6979,223,31,704.11,3438.42,26,Europe,Professionals
CMP_010,Instagram - Promo 10,Instagram,2025-06-03,9182,244,24,864.52,3390.73,20,Middle East,General
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-06-03,10778,293,38,1502.93,738.81,33,Europe,Professionals
CMP_017,Google Ads - Promo 17,Google Ads,2025-06-03,23305,446,17,2875.54,1200.81,15,Latin America,General
CMP_019,Google Ads - Promo 19,Google Ads,2025-06-03,16241,277,41,2061.31,4286.05,37,Latin America,Young Adults
CMP_002,Twitter - Promo 2,Twitter,2025-06-04,17364,261,21,136.86,2791.86,17,Europe,Professionals
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-06-04,14599,624,68,1528.88,11341.72,63,Middle East,Retirees
CMP_007,Email - Promo 7,Email,2025-06-05,7508,237,23,1087.24,1950.38,18,Latin America,General
CMP_008,Facebook - Promo 8,Facebook,2025-06-05,18633,241,12,414.52,343.08,11,Asia-Pacific,General
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-06-05,11031,286,55,1465.13,792.13,46,Europe,Professionals
CMP_001,Twitter - Promo 1,Twitter,2025-06-06,5521,357,23,222.85,1716.28,19,Europe,Students
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-06-06,9223,402,56,905.77,10428.54,46,Europe,Students
CMP_008,Facebook - Promo 8,Facebook,2025-06-06,15048,191,8,316.01,300.19,6,North America,Students
CMP_012,Twitter - Promo 12,Twitter,2025-06-06,11614,677,83,2574.97,5405.42,73,Europe,Students
CMP_015,Instagram - Promo 15,Instagram,2025-06-06,8051,475,45,2267.08,1562.12,37,Latin America,Students
CMP_017,Google Ads - Promo 17,Google Ads,2025-06-06,21235,420,13,2875.28,685.82,11,Asia-Pacific,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-06-06,6477,303,28,2446.6,2328.13,23,Asia-Pacific,Retirees
CMP_004,Email - Promo 4,Email,2025-06-07,12980,861,19,1992.58,5853.08,17,Latin America,Retirees
CMP_004,Email - Promo 4,Email,2025-06-07,18248,1273,22,3357.3,6474.58,19,North America,Retirees
CMP_007,Email - Promo 7,Email,2025-06-07,7373,208,21,858.7,1865.27,18,Middle East,Students
CMP_008,Facebook - Promo 8,Facebook,2025-06-07,7786,95,4,163.92,141.03,3,Europe,Professionals
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-06-08,14588,591,50,1540.65,10049.4,44,Latin America,Professionals
CMP_008,Facebook - Promo 8,Facebook,2025-06-08,13471,153,8,288.36,241.58,6,Europe,Professionals
CMP_019,Google Ads - Promo 19,Google Ads,2025-06-08,8656,181,30,1203.59,2413.92,24,Asia-Pacific,Young Adults
CMP_001,Twitter - Promo 1,Twitter,2025-06-09,7979,464,21,283.75,1760.48,19,Asia-Pacific,General
CMP_019,Google Ads - Promo 19,Google Ads,2025-06-09,19459,414,55,2936.16,5994.15,48,Europe,Professionals
CMP_020,Instagram - Promo 20,Instagram,2025-06-09,7112,288,16,2078.29,1447.91,13,Asia-Pacific,Retirees
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-06-10,10750,545,69,1450.96,10800.3,56,Middle East,Retirees
CMP_004,Email - Promo 4,Email,2025-06-10,13199,742,12,1928.29,3269.09,11,North America,Retirees
CMP_004,Email - Promo 4,Email,2025-06-10,10376,691,18,1578.44,6198.19,15,North America,Professionals
CMP_005,Instagram - Promo 5,Instagram,2025-06-10,10934,326,30,176.88,5230.74,27,Asia-Pacific,Students
CMP_012,Twitter - Promo 12,Twitter,2025-06-10,15902,944,101,3501.58,7259.53,86,Latin America,Young Adults
CMP_013,Google Ads - Promo 13,Google Ads,2025-06-10,22888,760,19,3714.01,2641.9,15,North America,Professionals
CMP_015,Instagram - Promo 15,Instagram,2025-06-10,7139,435,32,2081.96,1379.75,27,North America,Students
CMP_001,Twitter - Promo 1,Twitter,2025-06-11,6689,455,19,393.96,1584.51,18,Latin America,Professionals
CMP_004,Email - Promo 4,Email,2025-06-11,10011,675,11,1599.51,3404.25,9,Latin America,General
CMP_015,Instagram - Promo 15,Instagram,2025-06-11,7569,533,48,3755.73,2265.32,44,Europe,Students
CMP_005,Instagram - Promo 5,Instagram,2025-06-12,7785,216,31,115.05,5515.84,29,Europe,Retirees
CMP_007,Email - Promo 7,Email,2025-06-12,5918,145,11,697.01,814.55,9,North America,General
CMP_017,Google Ads - Promo 17,Google Ads,2025-06-12,27349,473,24,2248.4,1620.65,20,Latin America,Students
CMP_017,Google Ads - Promo 17,Google Ads,2025-06-12,22034,543,24,3632.32,1090.66,22,Asia-Pacific,Students
CMP_002,Twitter - Promo 2,Twitter,2025-06-13,20712,330,23,122.86,3137.32,18,North America,Professionals
CMP_014,Twitter - Promo 14,Twitter,2025-06-13,10275,578,43,2519.49,4479.09,37,Asia-Pacific,Professionals
CMP_001,Twitter - Promo 1,Twitter,2025-06-14,4792,239,8,149.78,714.49,6,Middle East,Professionals
CMP_005,Instagram - Promo 5,Instagram,2025-06-14,7943,205,18,113.31,3748.31,17,Europe,General
CMP_007,Email - Promo 7,Email,2025-06-14,7215,201,20,950.57,1547.12,18,Europe,Professionals
CMP_020,Instagram - Promo 20,Instagram,2025-06-14,7232,272,26,1774.99,1715.06,25,North America,Young Adults
CMP_001,Twitter - Promo 1,Twitter,2025-06-15,5207,275,16,174.85,1321.32,14,North America,Young Adults
CMP_002,Twitter - Promo 2,Twitter,2025-06-15,21958,321,26,114.71,4119.26,22,Latin America,Retirees
CMP_002,Twitter - Promo 2,Twitter,2025-06-15,23472,433,22,209.15,2586.5,19,North America,Students
CMP_006,Instagram - Promo 6,Instagram,2025-06-15,20038,1234,155,4467.54,15866.76,126,Europe,Students
CMP_006,Instagram - Promo 6,Instagram,2025-06-15,17638,791,110,2778.47,12952.13,90,North America,Young Adults
CMP_009,Facebook - Promo 9,Facebook,2025-06-15,23533,987,93,3779.35,4513.13,90,North America,Retirees
CMP_013,Google Ads - Promo 13,Google Ads,2025-06-15,12247,462,16,1996.43,2321.34,15,North America,General
CMP_014,Twitter - Promo 14,Twitter,2025-06-15,9870,466,31,2092.85,2982.6,25,Middle East,Young Adults
CMP_001,Twitter - Promo 1,Twitter,2025-06-16,5074,315,11,194.44,662.35,8,Europe,Students
CMP_002,Twitter - Promo 2,Twitter,2025-06-16,16352,274,19,138.44,2685.53,15,Latin America,Professionals
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-06-16,12215,599,83,1164.93,14947.33,80,Latin America,Professionals
CMP_004,Email - Promo 4,Email,2025-06-16,14866,1106,23,3543.39,7669.3,20,Middle East,Young Adults
CMP_001,Twitter - Promo 1,Twitter,2025-06-17,6620,382,18,243.33,1840.06,16,Middle East,Students
CMP_002,Twitter - Promo 2,Twitter,2025-06-17,15612,237,15,97.07,2108.78,13,Middle East,Retirees
CMP_004,Email - Promo 4,Email,2025-06-17,12109,707,17,1525.27,5017.89,14,Middle East,General
CMP_006,Instagram - Promo 6,Instagram,2025-06-17,20624,944,93,3926.21,12479.59,83,Middle East,Students
CMP_001,Twitter - Promo 1,Twitter,2025-06-18,7601,483,22,291.47,1505.56,17,Europe,Retirees
CMP_006,Instagram - Promo 6,Instagram,2025-06-18,18855,1164,125,4609.64,13648.83,109,Asia-Pacific,Retirees
CMP_004,Email - Promo 4,Email,2025-06-19,13637,962,22,1999.48,6684.2,19,Europe,Retirees
CMP_013,Google Ads - Promo 13,Google Ads,2025-06-19,14369,440,10,2032.34,1260.25,9,Latin America,Young Adults
CMP_013,Google Ads - Promo 13,Google Ads,2025-06-19,16484,654,23,3157.4,3267.79,21,Middle East,General
CMP_013,Google Ads - Promo 13,Google Ads,2025-06-19,15802,516,17,2233.86,1889.4,15,Latin America,Students
CMP_018,Email - Promo 18,Email,2025-06-19,9712,864,85,5338.88,4731.14,80,Latin America,Professionals
CMP_019,Google Ads - Promo 19,Google Ads,2025-06-19,19043,307,44,1616.26,5185.0,41,Asia-Pacific,Young Adults
CMP_020,Instagram - Promo 20,Instagram,2025-06-19,6727,267,26,2302.52,3199.05,20,Europe,Professionals
CMP_002,Twitter - Promo 2,Twitter,2025-06-20,17472,330,28,112.62,3848.75,26,Middle East,Professionals
CMP_008,Facebook - Promo 8,Facebook,2025-06-20,17909,237,9,427.98,290.63,8,Europe,Young Adults
CMP_019,Google Ads - Promo 19,Google Ads,2025-06-20,13435,248,43,1290.46,4866.92,38,North America,Young Adults
CMP_020,Instagram - Promo 20,Instagram,2025-06-20,4964,234,23,2032.57,1823.33,21,North America,Students
CMP_001,Twitter - Promo 1,Twitter,2025-06-21,6467,456,26,245.31,1919.21,23,North America,Retirees
CMP_014,Twitter - Promo 14,Twitter,2025-06-21,10568,702,61,3026.68,5030.92,58,North America,Professionals
CMP_015,Instagram - Promo 15,Instagram,2025-06-21,10136,538,43,4470.1,2651.2,36,Latin America,General
CMP_020,Instagram - Promo 20,Instagram,2025-06-21,7130,263,21,1888.82,1742.69,19,North America,Professionals
CMP_011,Facebook - Promo 11,Facebook,2025-06-22,10659,270,26,488.17,4067.91,23,Europe,Students
CMP_020,Instagram - Promo 20,Instagram,2025-06-22,7723,352,19,2781.1,1949.85,17,Middle East,Young Adults
CMP_008,Facebook - Promo 8,Facebook,2025-06-23,17557,227,9,439.84,343.85,8,North America,Students
CMP_013,Google Ads - Promo 13,Google Ads,2025-06-23,12459,561,19,2707.71,2659.32,17,Middle East,Young Adults
CMP_014,Twitter - Promo 14,Twitter,2025-06-23,7794,485,37,2044.16,4066.8,30,Middle East,Young Adults
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-06-24,17085,995,105,2483.04,22751.7,84,Middle East,General
CMP_005,Instagram - Promo 5,Instagram,2025-06-25,8776,242,23,199.83,3213.18,22,Latin America,Students
CMP_007,Email - Promo 7,Email,2025-06-25,7446,257,30,1058.19,2305.93,28,Middle East,General
CMP_004,Email - Promo 4,Email,2025-06-26,13306,810,18,2265.95,4454.93,16,Latin America,Young Adults
CMP_011,Facebook - Promo 11,Facebook,2025-06-26,14239,378,38,652.54,5742.43,31,Europe,Students
CMP_019,Google Ads - Promo 19,Google Ads,2025-06-26,14135,280,29,1826.99,2529.83,25,North America,Students
CMP_003,LinkedIn - Promo 3,LinkedIn,2025-06-27,11625,629,58,1305.51,11298.42,49,Latin America,Students
CMP_010,Instagram - Promo 10,Instagram,2025-06-27,6851,175,18,574.86,2012.22,15,Latin America,General
CMP_015,Instagram - Promo 15,Instagram,2025-06-27,7602,413,45,3273.34,2538.95,36,Europe,Students
CMP_018,Email - Promo 18,Email,2025-06-27,8522,714,48,6291.06,5772.62,43,Asia-Pacific,Retirees
CMP_004,Email - Promo 4,Email,2025-06-29,13276,1007,18,2878.03,5481.51,16,Latin America,Retirees
CMP_004,Email - Promo 4,Email,2025-06-29,13829,1072,24,3049.4,9650.06,21,Latin America,Retirees
CMP_013,Google Ads - Promo 13,Google Ads,2025-06-29,17306,552,12,2532.6,1675.53,10,Middle East,General
CMP_016,LinkedIn - Promo 16,LinkedIn,2025-06-29,10977,322,55,1892.21,899.9,47,Asia-Pacific,Retirees
CMP_020,Instagram - Promo 20,Instagram,2025-06-29,5553,213,21,1499.1,1132.01,17,Latin America,Young Adults
CMP_002,Twitter - Promo 2,Twitter,2025-06-30,19474,285,27,145.77,3473.3,22,Middle East,Retirees
CMP_011,Facebook - Promo 11,Facebook,2025-06-30,10828,271,18,485.27,3684.53,15,Latin America,Students
CMP_015,Instagram - Promo 15,Instagram,2025-06-30,5738,426,34,2703.53,1895.21,32,Asia-Pacific,General
CMP_017,Google Ads - Promo 17,Google Ads,2025-06-30,16507,341,11,2499.0,949.81,9,North America,Retirees
CMP_004,Email - Promo 4,Email,2025-07-01,14025,1112,26,2753.98,7731.13,22,Middle East,Retirees
CMP_011,Facebook - Promo 11,Facebook,2025-07-01,9447,236,19,425.95,4168.71,15,Asia-Pacific,Retirees
